Beverage_ID,Beverage_Name,Category,Size,Hot_Cold,Ingredients,Milk_Type,Espresso_Shots,Syrup,Toppings,Sweetness_Level,Caffeine_mg,Calories,Sugar_g,Protein_g,Fat_g,Price_USD,Price_INR,Customer_Rating,Number_of_Orders,Popularity,Seasonal,Vegan,Vegetarian,Contains_Dairy,Contains_Nuts,Gluten_Free,Recommended_With,Best_Time,Flavor_Profile,Temperature,Country_Availability
SB01172,White Mocha Tea,Tea,Grande,Cold,"A handcrafted White Mocha Tea prepared with premium Starbucks-style coffee or tea, oat milk, toffee nut syrup and carefully balanced flavors.",Coconut,3,None,None,High,93,78,48,3.2,11.2,2.82,239.7,4.7,8307,Low,No,Yes,Yes,Yes,No,Yes,Croissant,Morning,Fruity,Cold,UK
SB01173,Mocha Cappuccino,Cappuccino,Venti,Cold,"A handcrafted Mocha Cappuccino prepared with premium Starbucks-style coffee or tea, coconut milk, caramel syrup and carefully balanced flavors.",Soy,0,Toffee Nut,Whipped Cream,High,123,204,17,7.1,18.9,6.0,510.0,4.8,9265,Low,Yes,Yes,Yes,No,No,No,Blueberry Muffin,Evening,Chocolatey,Cold,India
SB01174,Matcha Cappuccino,Cappuccino,Tall,Hot,"A handcrafted Matcha Cappuccino prepared with premium Starbucks-style coffee or tea, skim milk, none syrup and carefully balanced flavors.",Skim,4,Vanilla,Whipped Cream,High,163,119,17,20.0,19.0,5.31,451.35,3.6,25482,High,Yes,No,Yes,No,No,No,Cookie,Afternoon,Nutty,Hot,Japan
SB01175,Hazelnut Tea,Tea,Grande,Hot,"A handcrafted Hazelnut Tea prepared with premium Starbucks-style coffee or tea, soy milk, vanilla syrup and carefully balanced flavors.",Whole,2,Caramel,Chocolate Shavings,High,223,286,8,15.7,29.2,5.75,488.75,3.5,41815,Very High,No,No,Yes,No,Yes,Yes,Cookie,Afternoon,Creamy,Hot,Japan
SB01176,Chai Macchiato,Macchiato,Tall,Cold,"A handcrafted Chai Macchiato prepared with premium Starbucks-style coffee or tea, almond milk, hazelnut syrup and carefully balanced flavors.",Skim,2,Caramel,Caramel Drizzle,Low,270,118,37,7.4,17.1,7.72,656.2,4.2,25218,High,Yes,No,Yes,No,No,No,Cheesecake,Morning,Bold,Cold,India
SB01177,Vanilla Flat White,Flat White,Venti,Hot,"A handcrafted Vanilla Flat White prepared with premium Starbucks-style coffee or tea, coconut milk, toffee nut syrup and carefully balanced flavors.",Coconut,4,Vanilla,None,High,92,317,47,11.2,11.1,8.42,715.7,3.9,4116,Low,Yes,Yes,Yes,No,No,Yes,Croissant,Afternoon,Sweet,Hot,UK
SB01178,White Mocha Cold Brew,Cold Brew,Grande,Cold,"A handcrafted White Mocha Cold Brew prepared with premium Starbucks-style coffee or tea, coconut milk, toffee nut syrup and carefully balanced flavors.",Whole,3,Caramel,Caramel Drizzle,Low,245,587,4,14.0,27.4,7.77,660.45,4.9,47829,Very High,No,No,Yes,Yes,Yes,Yes,Cheesecake,Evening,Chocolatey,Cold,Canada
SB01179,Mango Latte,Latte,Venti,Hot,"A handcrafted Mango Latte prepared with premium Starbucks-style coffee or tea, oat milk, toffee nut syrup and carefully balanced flavors.",Coconut,4,Toffee Nut,Caramel Drizzle,High,48,374,42,11.6,16.6,6.05,514.25,3.8,21296,Medium,Yes,Yes,Yes,Yes,No,Yes,Cheesecake,Morning,Bold,Hot,UK
SB01180,Chai Flat White,Flat White,Venti,Hot,"A handcrafted Chai Flat White prepared with premium Starbucks-style coffee or tea, whole milk, hazelnut syrup and carefully balanced flavors.",Oat,2,Toffee Nut,Whipped Cream,Medium,28,334,29,16.6,27.0,5.65,480.25,3.6,35678,High,No,Yes,Yes,No,Yes,Yes,Sandwich,Afternoon,Bold,Hot,India
SB01181,Strawberry Flat White,Flat White,Venti,Hot,"A handcrafted Strawberry Flat White prepared with premium Starbucks-style coffee or tea, whole milk, none syrup and carefully balanced flavors.",Soy,0,Toffee Nut,None,High,30,29,50,4.5,17.7,5.69,483.65,4.2,16169,Medium,No,No,Yes,Yes,Yes,No,Cheesecake,Morning,Nutty,Hot,Japan
SB01182,Java Chip Espresso,Espresso,Venti,Hot,"A handcrafted Java Chip Espresso prepared with premium Starbucks-style coffee or tea, coconut milk, hazelnut syrup and carefully balanced flavors.",Almond,3,Caramel,Chocolate Shavings,High,99,174,13,0.9,12.3,6.86,583.1,3.8,14768,Medium,No,No,Yes,No,Yes,Yes,Croissant,Evening,Fruity,Hot,Canada
SB01183,Classic Latte,Latte,Tall,Hot,"A handcrafted Classic Latte prepared with premium Starbucks-style coffee or tea, coconut milk, toffee nut syrup and carefully balanced flavors.",Soy,3,Hazelnut,Chocolate Shavings,Low,49,385,50,19.6,23.4,4.2,357.0,4.1,25159,High,No,No,Yes,No,No,Yes,Cookie,Evening,Nutty,Hot,Global
SB01184,Mango Macchiato,Macchiato,Venti,Hot,"A handcrafted Mango Macchiato prepared with premium Starbucks-style coffee or tea, coconut milk, hazelnut syrup and carefully balanced flavors.",Coconut,1,Toffee Nut,None,Medium,174,442,21,8.6,3.9,3.22,273.7,4.0,43164,Very High,No,Yes,Yes,Yes,No,Yes,Croissant,Afternoon,Nutty,Hot,Japan
SB01185,Hazelnut Flat White,Flat White,Grande,Cold,"A handcrafted Hazelnut Flat White prepared with premium Starbucks-style coffee or tea, skim milk, caramel syrup and carefully balanced flavors.",Whole,1,Hazelnut,Whipped Cream,Medium,211,138,18,16.2,25.6,3.96,336.6,4.7,5458,Low,Yes,Yes,Yes,Yes,No,Yes,Cheesecake,Afternoon,Creamy,Cold,India
SB01186,Mocha Cappuccino,Cappuccino,Venti,Hot,"A handcrafted Mocha Cappuccino prepared with premium Starbucks-style coffee or tea, coconut milk, vanilla syrup and carefully balanced flavors.",Oat,1,Toffee Nut,Whipped Cream,Low,45,159,42,10.0,23.9,7.61,646.85,3.6,42885,Very High,No,No,Yes,No,No,No,Croissant,Morning,Nutty,Hot,Canada
SB01187,Matcha Macchiato,Macchiato,Tall,Hot,"A handcrafted Matcha Macchiato prepared with premium Starbucks-style coffee or tea, oat milk, classic syrup and carefully balanced flavors.",Soy,2,Vanilla,Whipped Cream,High,191,602,62,15.4,3.3,7.33,623.05,3.8,8501,Low,No,Yes,Yes,Yes,Yes,No,Cheesecake,Evening,Sweet,Hot,India
SB01188,Matcha Refresher,Refresher,Grande,Cold,"A handcrafted Matcha Refresher prepared with premium Starbucks-style coffee or tea, whole milk, classic syrup and carefully balanced flavors.",Skim,0,None,None,High,107,384,19,1.1,4.2,3.88,329.8,4.4,14679,Medium,No,No,Yes,Yes,No,Yes,Cheesecake,Evening,Bold,Cold,UK
SB01189,Vanilla Frappuccino,Frappuccino,Grande,Cold,"A handcrafted Vanilla Frappuccino prepared with premium Starbucks-style coffee or tea, skim milk, classic syrup and carefully balanced flavors.",Whole,4,Hazelnut,Caramel Drizzle,Medium,43,315,38,11.6,28.3,6.34,538.9,3.9,43525,Very High,Yes,Yes,Yes,No,Yes,Yes,Sandwich,Morning,Creamy,Cold,Japan
SB01190,Chai Refresher,Refresher,Tall,Cold,"A handcrafted Chai Refresher prepared with premium Starbucks-style coffee or tea, whole milk, vanilla syrup and carefully balanced flavors.",Almond,0,Hazelnut,None,High,219,627,37,16.5,24.7,4.67,396.95,4.3,15278,Medium,Yes,Yes,Yes,Yes,Yes,No,Croissant,Afternoon,Sweet,Cold,Japan
SB01191,Caramel Cappuccino,Cappuccino,Tall,Hot,"A handcrafted Caramel Cappuccino prepared with premium Starbucks-style coffee or tea, soy milk, hazelnut syrup and carefully balanced flavors.",Whole,0,Hazelnut,None,Low,224,211,26,9.5,11.7,6.7,569.5,4.3,11585,Medium,Yes,No,Yes,No,No,No,Cheesecake,Afternoon,Chocolatey,Hot,Canada
SB01192,Classic Americano,Americano,Venti,Cold,"A handcrafted Classic Americano prepared with premium Starbucks-style coffee or tea, almond milk, toffee nut syrup and carefully balanced flavors.",Skim,4,Toffee Nut,Chocolate Shavings,Medium,149,593,59,19.1,10.0,7.22,613.7,3.6,4531,Low,Yes,Yes,Yes,Yes,No,Yes,Cookie,Morning,Bold,Cold,India
SB01193,Java Chip Macchiato,Macchiato,Venti,Cold,"A handcrafted Java Chip Macchiato prepared with premium Starbucks-style coffee or tea, whole milk, vanilla syrup and carefully balanced flavors.",Soy,0,None,None,Low,45,280,52,19.8,1.4,7.91,672.35,4.6,6517,Low,No,Yes,Yes,Yes,No,Yes,Blueberry Muffin,Evening,Bold,Cold,USA
SB01194,Matcha Tea,Tea,Venti,Cold,"A handcrafted Matcha Tea prepared with premium Starbucks-style coffee or tea, almond milk, caramel syrup and carefully balanced flavors.",Oat,3,None,Chocolate Shavings,High,190,631,9,19.3,10.6,2.73,232.05,4.4,15952,Medium,No,No,Yes,Yes,Yes,No,Croissant,Afternoon,Nutty,Cold,USA
SB01195,Mango Cold Brew,Cold Brew,Tall,Cold,"A handcrafted Mango Cold Brew prepared with premium Starbucks-style coffee or tea, skim milk, classic syrup and carefully balanced flavors.",Soy,4,Toffee Nut,Caramel Drizzle,Low,265,493,66,4.4,29.4,5.41,459.85,3.8,43543,Very High,Yes,No,Yes,No,Yes,Yes,Sandwich,Morning,Sweet,Cold,Global
SB01196,Matcha Flat White,Flat White,Tall,Hot,"A handcrafted Matcha Flat White prepared with premium Starbucks-style coffee or tea, whole milk, none syrup and carefully balanced flavors.",Whole,4,Caramel,Chocolate Shavings,Low,263,329,8,17.6,14.2,6.47,549.95,4.8,15741,Medium,Yes,No,Yes,No,No,No,Blueberry Muffin,Evening,Sweet,Hot,India
SB01197,White Mocha Refresher,Refresher,Grande,Cold,"A handcrafted White Mocha Refresher prepared with premium Starbucks-style coffee or tea, skim milk, vanilla syrup and carefully balanced flavors.",Soy,3,Toffee Nut,None,Medium,133,320,27,6.2,28.6,3.23,274.55,4.8,39424,High,Yes,No,Yes,No,Yes,No,Cheesecake,Morning,Bold,Cold,India
SB01198,White Mocha Frappuccino,Frappuccino,Grande,Cold,"A handcrafted White Mocha Frappuccino prepared with premium Starbucks-style coffee or tea, whole milk, caramel syrup and carefully balanced flavors.",Whole,0,Classic,Caramel Drizzle,Low,298,150,46,6.6,25.4,7.48,635.8,3.8,16489,Medium,No,No,Yes,No,No,No,Blueberry Muffin,Morning,Fruity,Cold,Canada
SB01199,Classic Cold Brew,Cold Brew,Grande,Cold,"A handcrafted Classic Cold Brew prepared with premium Starbucks-style coffee or tea, oat milk, caramel syrup and carefully balanced flavors.",Skim,0,Toffee Nut,Whipped Cream,High,166,35,62,17.1,23.3,5.25,446.25,4.6,45333,Very High,No,Yes,Yes,Yes,No,Yes,Croissant,Evening,Nutty,Cold,Canada
SB01200,Matcha Flat White,Flat White,Tall,Cold,"A handcrafted Matcha Flat White prepared with premium Starbucks-style coffee or tea, oat milk, classic syrup and carefully balanced flavors.",Oat,3,Classic,None,High,257,98,9,19.6,26.9,6.05,514.25,3.6,8453,Low,Yes,Yes,Yes,Yes,No,No,Croissant,Afternoon,Chocolatey,Cold,USA
SB01201,Chai Americano,Americano,Grande,Cold,"A handcrafted Chai Americano prepared with premium Starbucks-style coffee or tea, almond milk, caramel syrup and carefully balanced flavors.",Soy,1,None,None,Low,3,153,48,5.3,13.8,6.43,546.55,4.1,12250,Medium,Yes,No,Yes,No,Yes,No,Cheesecake,Evening,Nutty,Cold,Canada
SB01202,Vanilla Mocha,Mocha,Grande,Hot,"A handcrafted Vanilla Mocha prepared with premium Starbucks-style coffee or tea, soy milk, toffee nut syrup and carefully balanced flavors.",Soy,1,Toffee Nut,Whipped Cream,Medium,88,365,30,10.1,23.6,2.96,251.6,3.8,36485,High,No,Yes,Yes,No,Yes,No,Sandwich,Morning,Fruity,Hot,Japan
SB01203,Caramel Macchiato,Macchiato,Grande,Cold,"A handcrafted Caramel Macchiato prepared with premium Starbucks-style coffee or tea, soy milk, toffee nut syrup and carefully balanced flavors.",Skim,0,Hazelnut,Caramel Drizzle,High,81,136,62,4.5,9.0,7.41,629.85,4.3,18038,Medium,Yes,No,Yes,No,No,No,Croissant,Morning,Creamy,Cold,UK
SB01204,Caramel Tea,Tea,Tall,Cold,"A handcrafted Caramel Tea prepared with premium Starbucks-style coffee or tea, soy milk, vanilla syrup and carefully balanced flavors.",Soy,2,Caramel,None,High,134,321,29,12.4,11.1,3.34,283.9,3.7,40626,Very High,No,Yes,Yes,No,No,Yes,Cheesecake,Afternoon,Sweet,Cold,UK
SB01205,Classic Latte,Latte,Grande,Cold,"A handcrafted Classic Latte prepared with premium Starbucks-style coffee or tea, whole milk, hazelnut syrup and carefully balanced flavors.",Skim,2,Hazelnut,Caramel Drizzle,High,37,648,34,14.6,15.2,6.98,593.3,4.1,13730,Medium,Yes,No,Yes,No,No,No,Blueberry Muffin,Afternoon,Fruity,Cold,Japan
SB01206,Strawberry Latte,Latte,Grande,Hot,"A handcrafted Strawberry Latte prepared with premium Starbucks-style coffee or tea, whole milk, caramel syrup and carefully balanced flavors.",Oat,1,Hazelnut,None,Low,85,331,9,14.9,6.7,7.43,631.55,4.0,21136,Medium,No,Yes,Yes,Yes,Yes,Yes,Sandwich,Morning,Bold,Hot,Canada
SB01207,Strawberry Espresso,Espresso,Tall,Cold,"A handcrafted Strawberry Espresso prepared with premium Starbucks-style coffee or tea, almond milk, hazelnut syrup and carefully balanced flavors.",Whole,0,Classic,Caramel Drizzle,High,36,603,20,9.8,2.1,8.02,681.7,4.4,8704,Low,No,Yes,Yes,No,Yes,Yes,Blueberry Muffin,Morning,Nutty,Cold,Canada
SB01208,Strawberry Cappuccino,Cappuccino,Venti,Cold,"A handcrafted Strawberry Cappuccino prepared with premium Starbucks-style coffee or tea, skim milk, vanilla syrup and carefully balanced flavors.",Oat,0,Vanilla,Whipped Cream,High,48,464,29,0.7,22.2,6.02,511.7,3.6,1915,Low,No,No,Yes,Yes,No,Yes,Sandwich,Afternoon,Fruity,Cold,Global
SB01209,Hazelnut Mocha,Mocha,Tall,Cold,"A handcrafted Hazelnut Mocha prepared with premium Starbucks-style coffee or tea, soy milk, vanilla syrup and carefully balanced flavors.",Coconut,3,Vanilla,Whipped Cream,High,108,639,14,8.2,3.3,6.28,533.8,4.5,30391,High,No,Yes,Yes,No,Yes,No,Blueberry Muffin,Afternoon,Nutty,Cold,UK
SB01210,White Mocha Flat White,Flat White,Grande,Hot,"A handcrafted White Mocha Flat White prepared with premium Starbucks-style coffee or tea, oat milk, hazelnut syrup and carefully balanced flavors.",Oat,2,Classic,Chocolate Shavings,Low,224,493,37,19.2,1.5,7.5,637.5,4.3,13180,Medium,No,No,Yes,No,No,Yes,Blueberry Muffin,Morning,Creamy,Hot,India
SB01211,White Mocha Mocha,Mocha,Grande,Cold,"A handcrafted White Mocha Mocha prepared with premium Starbucks-style coffee or tea, soy milk, classic syrup and carefully balanced flavors.",Coconut,1,None,Caramel Drizzle,Low,38,420,10,10.9,13.0,7.71,655.35,4.8,44965,Very High,No,No,Yes,Yes,Yes,No,Cheesecake,Afternoon,Sweet,Cold,Japan
SB01212,Matcha Cappuccino,Cappuccino,Tall,Hot,"A handcrafted Matcha Cappuccino prepared with premium Starbucks-style coffee or tea, skim milk, none syrup and carefully balanced flavors.",Skim,1,Vanilla,Chocolate Shavings,Low,299,334,2,8.4,25.6,3.33,283.05,3.9,8032,Low,Yes,Yes,Yes,Yes,No,No,Cookie,Evening,Nutty,Hot,Global
SB01213,Mocha Espresso,Espresso,Tall,Hot,"A handcrafted Mocha Espresso prepared with premium Starbucks-style coffee or tea, coconut milk, caramel syrup and carefully balanced flavors.",Whole,2,Caramel,Whipped Cream,High,82,281,39,17.4,15.2,8.1,688.5,3.7,29058,High,Yes,Yes,Yes,Yes,Yes,Yes,Blueberry Muffin,Morning,Bold,Hot,Japan
SB01214,Vanilla Refresher,Refresher,Grande,Cold,"A handcrafted Vanilla Refresher prepared with premium Starbucks-style coffee or tea, skim milk, none syrup and carefully balanced flavors.",Soy,2,Hazelnut,Chocolate Shavings,Medium,219,504,46,8.5,6.6,7.38,627.3,4.0,7263,Low,Yes,Yes,Yes,No,Yes,No,Sandwich,Evening,Bold,Cold,Global
SB01215,Mocha Flat White,Flat White,Venti,Cold,"A handcrafted Mocha Flat White prepared with premium Starbucks-style coffee or tea, almond milk, vanilla syrup and carefully balanced flavors.",Skim,4,None,None,High,188,230,2,9.4,3.1,4.95,420.75,4.3,37243,High,Yes,No,Yes,Yes,Yes,Yes,Sandwich,Evening,Creamy,Cold,UK
SB01216,Matcha Refresher,Refresher,Tall,Cold,"A handcrafted Matcha Refresher prepared with premium Starbucks-style coffee or tea, coconut milk, hazelnut syrup and carefully balanced flavors.",Skim,3,None,Caramel Drizzle,Low,100,24,54,4.3,23.7,5.01,425.85,4.6,18770,Medium,Yes,No,Yes,No,Yes,Yes,Sandwich,Afternoon,Sweet,Cold,Canada
SB01217,Java Chip Refresher,Refresher,Tall,Cold,"A handcrafted Java Chip Refresher prepared with premium Starbucks-style coffee or tea, oat milk, classic syrup and carefully balanced flavors.",Skim,0,None,Chocolate Shavings,High,5,280,22,1.8,13.9,5.9,501.5,4.7,47578,Very High,Yes,Yes,Yes,Yes,No,Yes,Blueberry Muffin,Morning,Nutty,Cold,Global
SB01218,Java Chip Mocha,Mocha,Tall,Hot,"A handcrafted Java Chip Mocha prepared with premium Starbucks-style coffee or tea, oat milk, classic syrup and carefully balanced flavors.",Oat,2,Toffee Nut,Chocolate Shavings,High,51,490,26,9.6,24.6,2.81,238.85,4.8,27381,High,No,No,Yes,No,Yes,No,Blueberry Muffin,Evening,Fruity,Hot,Japan
SB01219,Strawberry Refresher,Refresher,Tall,Cold,"A handcrafted Strawberry Refresher prepared with premium Starbucks-style coffee or tea, soy milk, toffee nut syrup and carefully balanced flavors.",Almond,4,None,Caramel Drizzle,High,296,211,56,5.8,18.7,2.83,240.55,4.2,39867,High,Yes,Yes,Yes,Yes,Yes,No,Croissant,Evening,Nutty,Cold,Japan
SB01220,Vanilla Cold Brew,Cold Brew,Grande,Cold,"A handcrafted Vanilla Cold Brew prepared with premium Starbucks-style coffee or tea, skim milk, classic syrup and carefully balanced flavors.",Coconut,3,Toffee Nut,Caramel Drizzle,High,171,506,34,18.3,23.3,5.39,458.15,3.8,28535,High,No,Yes,Yes,Yes,Yes,Yes,Croissant,Morning,Chocolatey,Cold,Global
SB01221,Vanilla Americano,Americano,Grande,Cold,"A handcrafted Vanilla Americano prepared with premium Starbucks-style coffee or tea, coconut milk, classic syrup and carefully balanced flavors.",Soy,3,Caramel,Whipped Cream,Low,232,234,5,16.0,17.1,6.77,575.45,4.6,16570,Medium,Yes,No,Yes,No,Yes,No,Sandwich,Evening,Creamy,Cold,USA
SB01222,Caramel Cappuccino,Cappuccino,Tall,Hot,"A handcrafted Caramel Cappuccino prepared with premium Starbucks-style coffee or tea, almond milk, caramel syrup and carefully balanced flavors.",Skim,3,Classic,Caramel Drizzle,Low,105,443,50,3.2,21.9,7.18,610.3,4.4,32457,High,No,Yes,Yes,Yes,Yes,No,Sandwich,Morning,Bold,Hot,USA
SB01223,Mocha Macchiato,Macchiato,Venti,Hot,"A handcrafted Mocha Macchiato prepared with premium Starbucks-style coffee or tea, whole milk, toffee nut syrup and carefully balanced flavors.",Coconut,4,None,None,High,55,584,50,8.2,17.4,6.03,512.55,4.8,6965,Low,No,Yes,Yes,Yes,No,No,Cookie,Morning,Nutty,Hot,India
SB01224,Classic Macchiato,Macchiato,Venti,Cold,"A handcrafted Classic Macchiato prepared with premium Starbucks-style coffee or tea, whole milk, caramel syrup and carefully balanced flavors.",Whole,3,Classic,Chocolate Shavings,Low,70,338,53,3.5,20.2,4.43,376.55,4.0,12060,Medium,No,No,Yes,No,Yes,Yes,Sandwich,Evening,Fruity,Cold,Canada
SB01225,Mocha Espresso,Espresso,Venti,Hot,"A handcrafted Mocha Espresso prepared with premium Starbucks-style coffee or tea, soy milk, toffee nut syrup and carefully balanced flavors.",Almond,0,None,Caramel Drizzle,High,159,602,37,18.0,13.9,8.39,713.15,4.1,12701,Medium,No,Yes,Yes,Yes,No,No,Croissant,Morning,Chocolatey,Hot,Canada
SB01226,Caramel Cappuccino,Cappuccino,Venti,Hot,"A handcrafted Caramel Cappuccino prepared with premium Starbucks-style coffee or tea, coconut milk, caramel syrup and carefully balanced flavors.",Oat,2,Classic,None,High,77,377,12,0.5,28.8,6.43,546.55,4.8,28249,High,Yes,No,Yes,No,No,No,Croissant,Morning,Fruity,Hot,Global
SB01227,Mocha Refresher,Refresher,Tall,Cold,"A handcrafted Mocha Refresher prepared with premium Starbucks-style coffee or tea, almond milk, classic syrup and carefully balanced flavors.",Whole,0,Hazelnut,Chocolate Shavings,Low,106,245,23,9.7,16.0,5.71,485.35,4.7,20554,Medium,Yes,No,Yes,No,Yes,Yes,Croissant,Evening,Creamy,Cold,India
SB01228,Java Chip Latte,Latte,Venti,Hot,"A handcrafted Java Chip Latte prepared with premium Starbucks-style coffee or tea, soy milk, none syrup and carefully balanced flavors.",Oat,2,Classic,Whipped Cream,High,78,106,55,19.8,28.1,3.64,309.4,4.9,27976,High,Yes,No,Yes,No,Yes,No,Croissant,Morning,Fruity,Hot,India
SB01229,White Mocha Refresher,Refresher,Grande,Cold,"A handcrafted White Mocha Refresher prepared with premium Starbucks-style coffee or tea, whole milk, hazelnut syrup and carefully balanced flavors.",Almond,4,Hazelnut,Caramel Drizzle,Low,117,108,25,1.2,10.6,5.39,458.15,4.1,21971,Medium,Yes,Yes,Yes,Yes,Yes,No,Sandwich,Morning,Sweet,Cold,Japan
SB01230,Chai Latte,Latte,Grande,Hot,"A handcrafted Chai Latte prepared with premium Starbucks-style coffee or tea, skim milk, hazelnut syrup and carefully balanced flavors.",Whole,4,Hazelnut,Whipped Cream,Low,164,173,14,7.3,10.8,4.78,406.3,4.6,11079,Medium,Yes,Yes,Yes,Yes,No,No,Sandwich,Evening,Fruity,Hot,USA
SB01231,Caramel Tea,Tea,Tall,Hot,"A handcrafted Caramel Tea prepared with premium Starbucks-style coffee or tea, oat milk, vanilla syrup and carefully balanced flavors.",Whole,4,Vanilla,None,High,191,350,62,0.7,8.0,3.69,313.65,4.6,4477,Low,Yes,Yes,Yes,No,Yes,Yes,Croissant,Evening,Bold,Hot,Global
SB01232,Matcha Cold Brew,Cold Brew,Grande,Cold,"A handcrafted Matcha Cold Brew prepared with premium Starbucks-style coffee or tea, whole milk, classic syrup and carefully balanced flavors.",Coconut,4,Toffee Nut,Caramel Drizzle,High,244,476,0,12.0,17.7,3.32,282.2,3.8,21263,Medium,Yes,Yes,Yes,Yes,Yes,Yes,Blueberry Muffin,Morning,Bold,Cold,India
SB01233,Mocha Espresso,Espresso,Venti,Hot,"A handcrafted Mocha Espresso prepared with premium Starbucks-style coffee or tea, skim milk, classic syrup and carefully balanced flavors.",Whole,1,Toffee Nut,Chocolate Shavings,Low,46,252,41,4.2,25.8,5.81,493.85,4.2,44710,Very High,Yes,No,Yes,No,Yes,Yes,Cookie,Morning,Bold,Hot,India
SB01234,Vanilla Flat White,Flat White,Tall,Hot,"A handcrafted Vanilla Flat White prepared with premium Starbucks-style coffee or tea, whole milk, toffee nut syrup and carefully balanced flavors.",Skim,3,Caramel,Caramel Drizzle,Low,46,492,39,8.9,9.6,7.02,596.7,3.8,27747,High,Yes,No,Yes,Yes,No,Yes,Blueberry Muffin,Morning,Nutty,Hot,Canada
SB01235,Classic Macchiato,Macchiato,Venti,Cold,"A handcrafted Classic Macchiato prepared with premium Starbucks-style coffee or tea, soy milk, hazelnut syrup and carefully balanced flavors.",Oat,0,Toffee Nut,Whipped Cream,High,125,456,68,13.9,11.2,8.49,721.65,3.5,8242,Low,No,Yes,Yes,No,Yes,Yes,Blueberry Muffin,Morning,Fruity,Cold,Canada
SB01236,White Mocha Latte,Latte,Venti,Hot,"A handcrafted White Mocha Latte prepared with premium Starbucks-style coffee or tea, coconut milk, caramel syrup and carefully balanced flavors.",Coconut,4,Caramel,Caramel Drizzle,Medium,217,332,62,11.5,10.0,2.72,231.2,4.9,7243,Low,No,Yes,Yes,Yes,No,No,Croissant,Evening,Fruity,Hot,Canada
SB01237,Mocha Americano,Americano,Venti,Cold,"A handcrafted Mocha Americano prepared with premium Starbucks-style coffee or tea, whole milk, hazelnut syrup and carefully balanced flavors.",Coconut,0,Classic,Caramel Drizzle,Low,73,143,27,1.1,2.1,7.17,609.45,3.6,35436,High,No,Yes,Yes,No,No,Yes,Sandwich,Afternoon,Nutty,Cold,Canada
SB01238,Java Chip Americano,Americano,Venti,Cold,"A handcrafted Java Chip Americano prepared with premium Starbucks-style coffee or tea, skim milk, caramel syrup and carefully balanced flavors.",Skim,4,None,None,Low,152,276,39,14.7,21.2,4.22,358.7,4.8,43334,Very High,Yes,Yes,Yes,No,No,Yes,Cookie,Evening,Fruity,Cold,India
SB01239,Vanilla Americano,Americano,Venti,Cold,"A handcrafted Vanilla Americano prepared with premium Starbucks-style coffee or tea, coconut milk, toffee nut syrup and carefully balanced flavors.",Soy,4,Vanilla,Caramel Drizzle,Medium,47,366,68,14.4,7.1,7.39,628.15,4.6,2239,Low,No,Yes,Yes,No,Yes,No,Blueberry Muffin,Morning,Bold,Cold,Global
SB01240,Hazelnut Frappuccino,Frappuccino,Tall,Cold,"A handcrafted Hazelnut Frappuccino prepared with premium Starbucks-style coffee or tea, almond milk, toffee nut syrup and carefully balanced flavors.",Skim,3,Classic,Chocolate Shavings,High,249,150,20,14.9,11.7,3.81,323.85,4.5,44631,Very High,No,Yes,Yes,No,No,No,Blueberry Muffin,Evening,Creamy,Cold,India
SB01241,Java Chip Refresher,Refresher,Grande,Cold,"A handcrafted Java Chip Refresher prepared with premium Starbucks-style coffee or tea, coconut milk, vanilla syrup and carefully balanced flavors.",Almond,2,Caramel,Whipped Cream,Medium,61,568,50,17.8,8.1,5.7,484.5,3.9,40671,Very High,Yes,Yes,Yes,No,Yes,No,Croissant,Afternoon,Bold,Cold,UK
SB01242,White Mocha Cold Brew,Cold Brew,Grande,Cold,"A handcrafted White Mocha Cold Brew prepared with premium Starbucks-style coffee or tea, whole milk, none syrup and carefully balanced flavors.",Skim,0,Toffee Nut,Whipped Cream,Medium,293,579,44,10.1,4.6,2.72,231.2,4.8,34519,High,No,Yes,Yes,Yes,No,No,Sandwich,Afternoon,Chocolatey,Cold,UK
SB01243,Classic Latte,Latte,Venti,Hot,"A handcrafted Classic Latte prepared with premium Starbucks-style coffee or tea, coconut milk, classic syrup and carefully balanced flavors.",Almond,3,Hazelnut,Caramel Drizzle,Medium,49,352,31,7.4,25.6,4.9,416.5,4.1,2719,Low,Yes,No,Yes,Yes,Yes,No,Cookie,Evening,Chocolatey,Hot,USA
SB01244,Hazelnut Tea,Tea,Venti,Hot,"A handcrafted Hazelnut Tea prepared with premium Starbucks-style coffee or tea, almond milk, hazelnut syrup and carefully balanced flavors.",Oat,1,Vanilla,Chocolate Shavings,Medium,123,579,33,15.0,29.7,8.19,696.15,4.6,37986,High,Yes,No,Yes,No,Yes,Yes,Blueberry Muffin,Morning,Nutty,Hot,UK
SB01245,Vanilla Frappuccino,Frappuccino,Venti,Cold,"A handcrafted Vanilla Frappuccino prepared with premium Starbucks-style coffee or tea, skim milk, hazelnut syrup and carefully balanced flavors.",Coconut,3,Hazelnut,Caramel Drizzle,High,230,292,8,3.3,16.7,2.89,245.65,4.0,22214,Medium,No,No,Yes,Yes,No,No,Blueberry Muffin,Evening,Sweet,Cold,Japan
